isin,name,issuer,fund_family,asset_class,category,strategy,benchmark,domicile,fund_currency,aum_millions,aum_currency,inception_date,age_years,replication_method,distribution_policy,ter,exchange,exchange_code,ticker,trading_currency,listing_date,country,provider,snapshot_date,retrieved_at
IE1000000333,Northstar Euro Government Bond UCITS ETF,Northstar Asset Management,Northstar Asset Management,Fixed Income,Euro Government Bond,Duration,Euro Sovereign 7-10Y,IE,EUR,17617.07,EUR,2022-05-04,4.3,Sampling,Accumulating,0.48,London Stock Exchange,XLON,NO0330,USD,2023-12-20,GB,Northstar Public Data,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000341,Helix Broad Commodities Enhanced ETF,Helix Funds,Helix Funds,Commodity,Broad Commodities,Broad,Diversified Commodity,LU,USD,4081.03,USD,2023-02-16,3.5,Physical,Accumulating,0.55,Bolsa de Madrid,XMAD,HE0346,EUR,2024-04-04,ES,Helix Market Files,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000341,Helix Broad Commodities Enhanced ETF,Helix Funds,Helix Funds,Commodity,Broad Commodities,Broad,Diversified Commodity,LU,USD,4191.57,USD,2023-02-16,3.5,Physical,Accumulating,0.55,Deutsche Börse Xetra,XETR,HE0341,EUR,2024-03-14,DE,Helix Market Files,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000358,Meridian Emerging Markets UCITS ETF,Meridian ETFs,Meridian ETFs,Equity,Emerging Markets,Core,Emerging Markets Broad,LU,EUR,103.68,EUR,2024-11-12,1.8,Physical,Accumulating,0.06,London Stock Exchange,XLON,ME0350,GBP,2026-03-14,GB,Meridian Data Service,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000358,Meridian Emerging Markets UCITS ETF,Meridian ETFs,Meridian ETFs,Equity,Emerging Markets,Core,Emerging Markets Broad,LU,EUR,104.1,EUR,2024-11-12,1.8,Physical,Accumulating,0.06,Borsa Italiana,XMIL,ME0353,EUR,2026-12-13,IT,Meridian Data Service,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000366,Aperture Global Large Cap Enhanced ETF,Aperture Index,Aperture Index,Equity,Global Large Cap,Core,Global Developed 1000,IE,EUR,5404.35,EUR,2012-05-28,14.3,Sampling,Distributing,0.65,Euronext Amsterdam,XAMS,AP0365,EUR,2013-06-06,NL,Aperture Public Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000366,Aperture Global Large Cap Enhanced ETF,Aperture Index,Aperture Index,Equity,Global Large Cap,Core,Global Developed 1000,IE,EUR,5537.29,EUR,2012-05-28,14.3,Sampling,Distributing,0.65,Borsa Italiana,XMIL,AP0363,EUR,2012-08-06,IT,Aperture Public Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000366,Aperture Global Large Cap Enhanced ETF,Aperture Index,Aperture Index,Equity,Global Large Cap,Core,Global Developed 1000,IE,EUR,5456.59,EUR,2012-05-28,14.3,Sampling,Distributing,0.65,Euronext Paris,XPAR,AP0362,EUR,2013-01-17,FR,Aperture Public Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000374,Cedar Global Aggregate Bond Screened UCITS ETF,Cedar Capital,Cedar Capital,Fixed Income,Global Aggregate Bond,Core,Global Aggregate Bond,LU,CHF,403.51,CHF,2022-07-01,4.2,Physical,Accumulating,0.44,Euronext Amsterdam,XAMS,CE0375,EUR,2023-09-08,NL,Cedar Fund Data,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000374,Cedar Global Aggregate Bond Screened UCITS ETF,Cedar Capital,Cedar Capital,Fixed Income,Global Aggregate Bond,Core,Global Aggregate Bond,LU,CHF,398.67,CHF,2022-07-01,4.2,Physical,Accumulating,0.44,Euronext Paris,XPAR,CE0372,EUR,2024-06-22,FR,Cedar Fund Data,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000374,Cedar Global Aggregate Bond Screened UCITS ETF,Cedar Capital,Cedar Capital,Fixed Income,Global Aggregate Bond,Core,Global Aggregate Bond,LU,CHF,392.29,CHF,2022-07-01,4.2,Physical,Accumulating,0.44,Deutsche Börse Xetra,XETR,CE0371,EUR,2023-12-02,DE,Cedar Fund Data,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000382,Quarry Broad Commodities Screened UCITS ETF,Quarry Investments,Quarry Investments,Commodity,Broad Commodities,Broad,Diversified Commodity,LU,EUR,106.04,EUR,2008-11-30,17.7,Physical,Distributing,0.55,Borsa Italiana,XMIL,QU0383,EUR,2010-01-07,IT,Quarry Product Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000382,Quarry Broad Commodities Screened UCITS ETF,Quarry Investments,Quarry Investments,Commodity,Broad Commodities,Broad,Diversified Commodity,LU,EUR,106.88,EUR,2008-11-30,17.7,Physical,Distributing,0.55,SIX Swiss Exchange,XSWX,QU0384,USD,2010-05-07,CH,Quarry Product Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000382,Quarry Broad Commodities Screened UCITS ETF,Quarry Investments,Quarry Investments,Commodity,Broad Commodities,Broad,Diversified Commodity,LU,EUR,110.25,EUR,2008-11-30,17.7,Physical,Distributing,0.55,Deutsche Börse Xetra,XETR,QU0381,EUR,2011-01-21,DE,Quarry Product Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000390,Vela Balanced Enhanced ETF,Vela Asset Management,Vela Asset Management,Multi-Asset,Balanced,Allocation,Global 60/40,IE,EUR,1593.3,EUR,2022-02-27,4.5,Physical,Accumulating,0.27,Euronext Amsterdam,XAMS,VE0395,EUR,2023-09-27,NL,Vela Fund Files,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000390,Vela Balanced Enhanced ETF,Vela Asset Management,Vela Asset Management,Multi-Asset,Balanced,Allocation,Global 60/40,IE,EUR,1659.01,EUR,2022-02-27,4.5,Physical,Accumulating,0.27,Borsa Italiana,XMIL,VE0393,EUR,2022-12-06,IT,Vela Fund Files,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000408,Atlas Technology UCITS ETF,Atlas Index,Atlas Index,Equity,Technology,Thematic,Global Technology Leaders,IE,GBP,39.24,GBP,2024-05-05,2.3,Physical,Accumulating,0.61,SIX Swiss Exchange,XSWX,AT0404,USD,2026-04-26,CH,Atlas Data Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000408,Atlas Technology UCITS ETF,Atlas Index,Atlas Index,Equity,Technology,Thematic,Global Technology Leaders,IE,GBP,37.71,GBP,2024-05-05,2.3,Physical,Accumulating,0.61,Borsa Italiana,XMIL,AT0403,EUR,2025-04-24,IT,Atlas Data Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000408,Atlas Technology UCITS ETF,Atlas Index,Atlas Index,Equity,Technology,Thematic,Global Technology Leaders,IE,GBP,38.99,GBP,2024-05-05,2.3,Physical,Accumulating,0.61,Bolsa de Madrid,XMAD,AT0406,EUR,2025-09-20,ES,Atlas Data Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000416,Northstar Corporate Bond Index ETF,Northstar Asset Management,Northstar Asset Management,Fixed Income,Corporate Bond,Income,Global Corporate Bond,IE,EUR,29.59,EUR,2019-07-06,7.1,Sampling,Accumulating,0.14,Euronext Amsterdam,XAMS,NO0415,EUR,2019-12-15,NL,Northstar Public Data,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000416,Northstar Corporate Bond Index ETF,Northstar Asset Management,Northstar Asset Management,Fixed Income,Corporate Bond,Income,Global Corporate Bond,IE,EUR,30.9,EUR,2019-07-06,7.1,Sampling,Accumulating,0.14,SIX Swiss Exchange,XSWX,NO0414,USD,2020-05-22,CH,Northstar Public Data,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000424,Helix Gold UCITS ETF,Helix Funds,Helix Funds,Commodity,Gold,Single commodity,Physical Gold Reference,LU,EUR,234.18,EUR,2015-11-18,10.8,Physical,Distributing,0.74,Borsa Italiana,XMIL,HE0423,EUR,2016-03-13,IT,Helix Market Files,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000424,Helix Gold UCITS ETF,Helix Funds,Helix Funds,Commodity,Gold,Single commodity,Physical Gold Reference,LU,EUR,233.92,EUR,2015-11-18,10.8,Physical,Distributing,0.74,Euronext Paris,XPAR,HE0422,EUR,2017-10-20,FR,Helix Market Files,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000432,Meridian Defensive Allocation Enhanced ETF,Meridian ETFs,Meridian ETFs,Multi-Asset,Defensive Allocation,Allocation,Global 30/70,IE,USD,2945.78,USD,2006-08-09,20.1,Sampling,Distributing,0.51,Euronext Amsterdam,XAMS,ME0435,EUR,2007-08-10,NL,Meridian Data Service,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000432,Meridian Defensive Allocation Enhanced ETF,Meridian ETFs,Meridian ETFs,Multi-Asset,Defensive Allocation,Allocation,Global 30/70,IE,USD,3005.07,USD,2006-08-09,20.1,Sampling,Distributing,0.51,Deutsche Börse Xetra,XETR,ME0431,EUR,2007-07-22,DE,Meridian Data Service,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000440,Aperture Emerging Markets Screened UCITS ETF,Aperture Index,Aperture Index,Equity,Emerging Markets,Core,Emerging Markets Broad,IE,EUR,577.81,EUR,2015-12-22,10.7,Physical,Accumulating,0.25,Euronext Amsterdam,XAMS,AP0445,EUR,2017-02-27,NL,Aperture Public Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000440,Aperture Emerging Markets Screened UCITS ETF,Aperture Index,Aperture Index,Equity,Emerging Markets,Core,Emerging Markets Broad,IE,EUR,561.95,EUR,2015-12-22,10.7,Physical,Accumulating,0.25,Bolsa de Madrid,XMAD,AP0446,EUR,2018-03-18,ES,Aperture Public Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000440,Aperture Emerging Markets Screened UCITS ETF,Aperture Index,Aperture Index,Equity,Emerging Markets,Core,Emerging Markets Broad,IE,EUR,558.46,EUR,2015-12-22,10.7,Physical,Accumulating,0.25,SIX Swiss Exchange,XSWX,AP0444,USD,2017-02-01,CH,Aperture Public Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000440,Aperture Emerging Markets Screened UCITS ETF,Aperture Index,Aperture Index,Equity,Emerging Markets,Core,Emerging Markets Broad,IE,EUR,577.85,EUR,2015-12-22,10.7,Physical,Accumulating,0.25,Deutsche Börse Xetra,XETR,AP0441,EUR,2017-05-29,DE,Aperture Public Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000457,Cedar Climate Transition UCITS ETF,Cedar Capital,Cedar Capital,Equity,Climate Transition,ESG,Global Climate Transition,LU,EUR,323.0,EUR,2014-08-16,12.0,Synthetic,Distributing,0.62,London Stock Exchange,XLON,CE0450,USD,2015-10-11,GB,Cedar Fund Data,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000457,Cedar Climate Transition UCITS ETF,Cedar Capital,Cedar Capital,Equity,Climate Transition,ESG,Global Climate Transition,LU,EUR,312.77,EUR,2014-08-16,12.0,Synthetic,Distributing,0.62,Borsa Italiana,XMIL,CE0453,EUR,2015-03-31,IT,Cedar Fund Data,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000457,Cedar Climate Transition UCITS ETF,Cedar Capital,Cedar Capital,Equity,Climate Transition,ESG,Global Climate Transition,LU,EUR,311.1,EUR,2014-08-16,12.0,Synthetic,Distributing,0.62,SIX Swiss Exchange,XSWX,CE0454,CHF,2016-12-08,CH,Cedar Fund Data,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000465,Quarry Broad Commodities Enhanced ETF,Quarry Investments,Quarry Investments,Commodity,Broad Commodities,Broad,Diversified Commodity,IE,EUR,102.11,EUR,2011-08-07,15.1,Physical,Accumulating,0.29,London Stock Exchange,XLON,QU0460,USD,2013-07-01,GB,Quarry Product Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000465,Quarry Broad Commodities Enhanced ETF,Quarry Investments,Quarry Investments,Commodity,Broad Commodities,Broad,Diversified Commodity,IE,EUR,106.32,EUR,2011-08-07,15.1,Physical,Accumulating,0.29,Deutsche Börse Xetra,XETR,QU0461,EUR,2013-09-02,DE,Quarry Product Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000465,Quarry Broad Commodities Enhanced ETF,Quarry Investments,Quarry Investments,Commodity,Broad Commodities,Broad,Diversified Commodity,IE,EUR,101.04,EUR,2011-08-07,15.1,Physical,Accumulating,0.29,SIX Swiss Exchange,XSWX,QU0464,USD,2011-09-15,CH,Quarry Product Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000465,Quarry Broad Commodities Enhanced ETF,Quarry Investments,Quarry Investments,Commodity,Broad Commodities,Broad,Diversified Commodity,IE,EUR,101.01,EUR,2011-08-07,15.1,Physical,Accumulating,0.29,Euronext Amsterdam,XAMS,QU0465,EUR,2012-12-21,NL,Quarry Product Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000473,Vela Balanced Screened UCITS ETF,Vela Asset Management,Vela Asset Management,Multi-Asset,Balanced,Allocation,Global 60/40,LU,GBP,23.62,GBP,2006-04-19,20.4,Physical,Distributing,0.33,Deutsche Börse Xetra,XETR,VE0471,EUR,2006-09-19,DE,Vela Fund Files,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000473,Vela Balanced Screened UCITS ETF,Vela Asset Management,Vela Asset Management,Multi-Asset,Balanced,Allocation,Global 60/40,LU,GBP,25.11,GBP,2006-04-19,20.4,Physical,Distributing,0.33,Bolsa de Madrid,XMAD,VE0476,EUR,2008-08-12,ES,Vela Fund Files,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000473,Vela Balanced Screened UCITS ETF,Vela Asset Management,Vela Asset Management,Multi-Asset,Balanced,Allocation,Global 60/40,LU,GBP,24.98,GBP,2006-04-19,20.4,Physical,Distributing,0.33,Borsa Italiana,XMIL,VE0473,EUR,2008-09-03,IT,Vela Fund Files,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000473,Vela Balanced Screened UCITS ETF,Vela Asset Management,Vela Asset Management,Multi-Asset,Balanced,Allocation,Global 60/40,LU,GBP,23.75,GBP,2006-04-19,20.4,Physical,Distributing,0.33,Euronext Paris,XPAR,VE0472,EUR,2006-12-21,FR,Vela Fund Files,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000481,Atlas Global Large Cap Screened UCITS ETF,Atlas Index,Atlas Index,Equity,Global Large Cap,Core,Global Developed 1000,IE,USD,946.39,USD,2022-12-08,3.7,Physical,Accumulating,0.38,Borsa Italiana,XMIL,AT0483,EUR,2025-03-14,IT,Atlas Data Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000481,Atlas Global Large Cap Screened UCITS ETF,Atlas Index,Atlas Index,Equity,Global Large Cap,Core,Global Developed 1000,IE,USD,952.28,USD,2022-12-08,3.7,Physical,Accumulating,0.38,Bolsa de Madrid,XMAD,AT0486,EUR,2025-05-06,ES,Atlas Data Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000499,Northstar Short Duration Index ETF,Northstar Asset Management,Northstar Asset Management,Fixed Income,Short Duration,Defensive,EUR Corporate 1-3Y,LU,USD,38.11,USD,2018-02-26,8.5,Sampling,Accumulating,0.75,Deutsche Börse Xetra,XETR,NO0491,EUR,2019-08-04,DE,Northstar Public Data,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000499,Northstar Short Duration Index ETF,Northstar Asset Management,Northstar Asset Management,Fixed Income,Short Duration,Defensive,EUR Corporate 1-3Y,LU,USD,37.87,USD,2018-02-26,8.5,Sampling,Accumulating,0.75,London Stock Exchange,XLON,NO0490,GBP,2019-04-09,GB,Northstar Public Data,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000499,Northstar Short Duration Index ETF,Northstar Asset Management,Northstar Asset Management,Fixed Income,Short Duration,Defensive,EUR Corporate 1-3Y,LU,USD,36.6,USD,2018-02-26,8.5,Sampling,Accumulating,0.75,Euronext Amsterdam,XAMS,NO0495,EUR,2018-03-22,NL,Northstar Public Data,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000507,Helix US Equity Enhanced ETF,Helix Funds,Helix Funds,Equity,US Equity,Core,US Large Cap 500,LU,EUR,2367.94,EUR,2007-09-21,18.9,Sampling,Distributing,0.19,London Stock Exchange,XLON,HE0500,USD,2007-12-05,GB,Helix Market Files,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000515,Meridian Defensive Allocation Enhanced ETF,Meridian ETFs,Meridian ETFs,Multi-Asset,Defensive Allocation,Allocation,Global 30/70,LU,EUR,7269.48,EUR,2007-05-05,19.3,Physical,Accumulating,0.35,SIX Swiss Exchange,XSWX,ME0514,USD,2008-07-15,CH,Meridian Data Service,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000515,Meridian Defensive Allocation Enhanced ETF,Meridian ETFs,Meridian ETFs,Multi-Asset,Defensive Allocation,Allocation,Global 30/70,LU,EUR,7269.84,EUR,2007-05-05,19.3,Physical,Accumulating,0.35,Borsa Italiana,XMIL,ME0513,EUR,2009-03-21,IT,Meridian Data Service,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000515,Meridian Defensive Allocation Enhanced ETF,Meridian ETFs,Meridian ETFs,Multi-Asset,Defensive Allocation,Allocation,Global 30/70,LU,EUR,7274.66,EUR,2007-05-05,19.3,Physical,Accumulating,0.35,Bolsa de Madrid,XMAD,ME0516,EUR,2008-02-17,ES,Meridian Data Service,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000523,Aperture Global Large Cap Index ETF,Aperture Index,Aperture Index,Equity,Global Large Cap,Core,Global Developed 1000,IE,EUR,14531.07,EUR,2010-12-23,15.7,Physical,Accumulating,0.21,Borsa Italiana,XMIL,AP0523,EUR,2011-04-06,IT,Aperture Public Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000523,Aperture Global Large Cap Index ETF,Aperture Index,Aperture Index,Equity,Global Large Cap,Core,Global Developed 1000,IE,EUR,14376.91,EUR,2010-12-23,15.7,Physical,Accumulating,0.21,Euronext Amsterdam,XAMS,AP0525,EUR,2013-01-21,NL,Aperture Public Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000531,Cedar Global Aggregate Bond Enhanced ETF,Cedar Capital,Cedar Capital,Fixed Income,Global Aggregate Bond,Core,Global Aggregate Bond,LU,EUR,85.52,EUR,2018-10-04,7.9,Physical,Accumulating,0.67,Bolsa de Madrid,XMAD,CE0536,EUR,2019-12-14,ES,Cedar Fund Data,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000531,Cedar Global Aggregate Bond Enhanced ETF,Cedar Capital,Cedar Capital,Fixed Income,Global Aggregate Bond,Core,Global Aggregate Bond,LU,EUR,87.49,EUR,2018-10-04,7.9,Physical,Accumulating,0.67,London Stock Exchange,XLON,CE0530,GBP,2019-01-05,GB,Cedar Fund Data,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000531,Cedar Global Aggregate Bond Enhanced ETF,Cedar Capital,Cedar Capital,Fixed Income,Global Aggregate Bond,Core,Global Aggregate Bond,LU,EUR,87.57,EUR,2018-10-04,7.9,Physical,Accumulating,0.67,Euronext Amsterdam,XAMS,CE0535,EUR,2019-01-29,NL,Cedar Fund Data,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000531,Cedar Global Aggregate Bond Enhanced ETF,Cedar Capital,Cedar Capital,Fixed Income,Global Aggregate Bond,Core,Global Aggregate Bond,LU,EUR,82.98,EUR,2018-10-04,7.9,Physical,Accumulating,0.67,Borsa Italiana,XMIL,CE0533,EUR,2019-07-12,IT,Cedar Fund Data,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000549,Quarry Broad Commodities Index ETF,Quarry Investments,Quarry Investments,Commodity,Broad Commodities,Broad,Diversified Commodity,IE,EUR,140.29,EUR,2008-07-25,18.1,Sampling,Distributing,0.32,Euronext Paris,XPAR,QU0542,EUR,2009-05-01,FR,Quarry Product Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000549,Quarry Broad Commodities Index ETF,Quarry Investments,Quarry Investments,Commodity,Broad Commodities,Broad,Diversified Commodity,IE,EUR,142.16,EUR,2008-07-25,18.1,Sampling,Distributing,0.32,Deutsche Börse Xetra,XETR,QU0541,EUR,2010-12-01,DE,Quarry Product Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000549,Quarry Broad Commodities Index ETF,Quarry Investments,Quarry Investments,Commodity,Broad Commodities,Broad,Diversified Commodity,IE,EUR,143.82,EUR,2008-07-25,18.1,Sampling,Distributing,0.32,London Stock Exchange,XLON,QU0540,USD,2010-11-09,GB,Quarry Product Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000549,Quarry Broad Commodities Index ETF,Quarry Investments,Quarry Investments,Commodity,Broad Commodities,Broad,Diversified Commodity,IE,EUR,136.89,EUR,2008-07-25,18.1,Sampling,Distributing,0.32,Borsa Italiana,XMIL,QU0543,EUR,2010-05-07,IT,Quarry Product Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000556,Vela Global Large Cap UCITS ETF,Vela Asset Management,Vela Asset Management,Equity,Global Large Cap,Core,Global Developed 1000,LU,USD,39.95,USD,2018-11-16,7.8,Physical,Accumulating,0.32,Euronext Amsterdam,XAMS,VE0555,EUR,2019-03-28,NL,Vela Fund Files,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000556,Vela Global Large Cap UCITS ETF,Vela Asset Management,Vela Asset Management,Equity,Global Large Cap,Core,Global Developed 1000,LU,USD,38.77,USD,2018-11-16,7.8,Physical,Accumulating,0.32,SIX Swiss Exchange,XSWX,VE0554,USD,2019-04-05,CH,Vela Fund Files,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000564,Atlas Global Large Cap UCITS ETF,Atlas Index,Atlas Index,Equity,Global Large Cap,Core,Global Developed 1000,IE,EUR,4713.41,EUR,2012-01-04,14.6,Sampling,Distributing,0.18,Euronext Paris,XPAR,AT0562,EUR,2013-09-16,FR,Atlas Data Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000564,Atlas Global Large Cap UCITS ETF,Atlas Index,Atlas Index,Equity,Global Large Cap,Core,Global Developed 1000,IE,EUR,4862.59,EUR,2012-01-04,14.6,Sampling,Distributing,0.18,Bolsa de Madrid,XMAD,AT0566,EUR,2012-06-03,ES,Atlas Data Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000572,Northstar Euro Government Bond Screened UCITS ETF,Northstar Asset Management,Northstar Asset Management,Fixed Income,Euro Government Bond,Duration,Euro Sovereign 7-10Y,IE,USD,383.85,USD,2024-09-29,1.9,Synthetic,Accumulating,0.22,Bolsa de Madrid,XMAD,NO0576,EUR,2025-02-10,ES,Northstar Public Data,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000580,Helix Broad Commodities UCITS ETF,Helix Funds,Helix Funds,Commodity,Broad Commodities,Broad,Diversified Commodity,LU,EUR,3339.62,EUR,2022-02-16,4.5,Physical,Accumulating,0.27,Borsa Italiana,XMIL,HE0583,EUR,2023-07-21,IT,Helix Market Files,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000580,Helix Broad Commodities UCITS ETF,Helix Funds,Helix Funds,Commodity,Broad Commodities,Broad,Diversified Commodity,LU,EUR,3273.61,EUR,2022-02-16,4.5,Physical,Accumulating,0.27,Bolsa de Madrid,XMAD,HE0586,EUR,2022-07-09,ES,Helix Market Files,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000580,Helix Broad Commodities UCITS ETF,Helix Funds,Helix Funds,Commodity,Broad Commodities,Broad,Diversified Commodity,LU,EUR,3224.79,EUR,2022-02-16,4.5,Physical,Accumulating,0.27,SIX Swiss Exchange,XSWX,HE0584,USD,2023-02-13,CH,Helix Market Files,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000598,Meridian Defensive Allocation Screened UCITS ETF,Meridian ETFs,Meridian ETFs,Multi-Asset,Defensive Allocation,Allocation,Global 30/70,LU,CHF,92.77,CHF,2006-04-24,20.3,Physical,Distributing,0.45,Deutsche Börse Xetra,XETR,ME0591,EUR,2006-11-07,DE,Meridian Data Service,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000598,Meridian Defensive Allocation Screened UCITS ETF,Meridian ETFs,Meridian ETFs,Multi-Asset,Defensive Allocation,Allocation,Global 30/70,LU,CHF,90.74,CHF,2006-04-24,20.3,Physical,Distributing,0.45,Borsa Italiana,XMIL,ME0593,EUR,2008-07-04,IT,Meridian Data Service,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000598,Meridian Defensive Allocation Screened UCITS ETF,Meridian ETFs,Meridian ETFs,Multi-Asset,Defensive Allocation,Allocation,Global 30/70,LU,CHF,90.04,CHF,2006-04-24,20.3,Physical,Distributing,0.45,SIX Swiss Exchange,XSWX,ME0594,USD,2007-05-17,CH,Meridian Data Service,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000606,Aperture Emerging Markets Index ETF,Aperture Index,Aperture Index,Equity,Emerging Markets,Core,Emerging Markets Broad,LU,EUR,590.82,EUR,2008-04-08,18.4,Sampling,Accumulating,0.4,Bolsa de Madrid,XMAD,AP0606,EUR,2009-08-17,ES,Aperture Public Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000606,Aperture Emerging Markets Index ETF,Aperture Index,Aperture Index,Equity,Emerging Markets,Core,Emerging Markets Broad,LU,EUR,608.27,EUR,2008-04-08,18.4,Sampling,Accumulating,0.4,Euronext Paris,XPAR,AP0602,EUR,2008-07-16,FR,Aperture Public Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000606,Aperture Emerging Markets Index ETF,Aperture Index,Aperture Index,Equity,Emerging Markets,Core,Emerging Markets Broad,LU,EUR,597.86,EUR,2008-04-08,18.4,Sampling,Accumulating,0.4,SIX Swiss Exchange,XSWX,AP0604,CHF,2009-03-10,CH,Aperture Public Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000614,Cedar Corporate Bond UCITS ETF,Cedar Capital,Cedar Capital,Fixed Income,Corporate Bond,Income,Global Corporate Bond,IE,GBP,23.28,GBP,2006-03-17,20.4,Synthetic,Accumulating,0.64,Deutsche Börse Xetra,XETR,CE0611,EUR,2007-02-20,DE,Cedar Fund Data,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000614,Cedar Corporate Bond UCITS ETF,Cedar Capital,Cedar Capital,Fixed Income,Corporate Bond,Income,Global Corporate Bond,IE,GBP,24.22,GBP,2006-03-17,20.4,Synthetic,Accumulating,0.64,London Stock Exchange,XLON,CE0610,USD,2007-02-11,GB,Cedar Fund Data,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000622,Quarry Gold Enhanced ETF,Quarry Investments,Quarry Investments,Commodity,Gold,Single commodity,Physical Gold Reference,IE,USD,2868.13,USD,2016-02-09,10.5,Physical,Distributing,0.08,SIX Swiss Exchange,XSWX,QU0624,USD,2018-01-15,CH,Quarry Product Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000622,Quarry Gold Enhanced ETF,Quarry Investments,Quarry Investments,Commodity,Gold,Single commodity,Physical Gold Reference,IE,USD,2884.2,USD,2016-02-09,10.5,Physical,Distributing,0.08,Deutsche Börse Xetra,XETR,QU0621,EUR,2017-10-31,DE,Quarry Product Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000622,Quarry Gold Enhanced ETF,Quarry Investments,Quarry Investments,Commodity,Gold,Single commodity,Physical Gold Reference,IE,USD,2912.14,USD,2016-02-09,10.5,Physical,Distributing,0.08,Borsa Italiana,XMIL,QU0623,EUR,2016-09-14,IT,Quarry Product Feed,2026-08-28,2026-08-28T06:30:00+00:00
